maiorAtraso,margemBrutaAcumulada,prazoMedioRecebimentoVendas,titulosEmAberto,valorSolicitado,percentualRisco,ativoCirculante,passivoCirculante,totalAtivo,totalPatrimonioLiquido,endividamento,duplicatasAReceber,estoque,faturamentoBruto,margemBruta,custos,capitalSocial,restricoes,empresa_MeEppMei,scorePontualidade,limiteEmpresaAnaliseCredito
21,0.3718273562,66,44163.5,100000.0,0.4150943396226415,7495584.0,1825999.0,7715933.0,5841069.0,95135.0,3236030.0,1288327.0,10196302.0,5307266.0,6259164.0,200000.0,False,True,0.4606563502,110920.0
7,0.355986047,0,0.0,100000.0,0.1320754716981132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4561838.0,0.0,0.0,600000.0,False,False,1.0,7040.0
93,0.2642301328,76,205885.6,500000.0,0.1698113207547169,30383000.0,17419000.0,31049000.0,1525000.0,7745000.0,11752000.0,14892000.0,71143000.0,20471000.0,50672000.0,8000000.0,False,False,0.9769171751,7418245.0
5,0.1747240662,0,0.0,300000.0,0.3214285714285714,1512679.0,796119.0,1832772.0,1001550.0,15361.0,1481154.0,519834.0,4218505.0,1688307.0,2530198.0,100000.0,False,True,1.0,43000.0
0,0.3993731963,0,0.0,80000.0,0.25,51002.0,43612.0,54152.0,40000.0,1780.0,0.0,5552.0,32306.0,0.0,0.0,10000.0,False,False,1.0,11200.0
0,0.6517007468,0,0.0,20000.0,0.0357142857142857,547778.0,358883.0,591890.0,233007.0,0.0,20714.0,520648.0,1828644.0,1032259.0,796385.0,55800.0,False,False,1.0,15540.0
5,0.3989547761,0,0.0,75000.0,0.0357142857142857,1237013.0,1211286.0,1261286.0,714887.0,0.0,231300.0,946764.0,2183981.0,1299575.0,884406.0,50000.0,False,False,1.0,13200.0
3,0.0,0,0.0,200000.0,0.375,6665543.0,3464325.0,7025714.0,337469.0,3223919.0,1810718.0,4198707.0,14218458.0,0.0,0.0,500000.0,False,True,0.0,278547.0
14,0.0,0,0.0,40000.0,0.6071428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407773.0,0.0,0.0,100000.0,True,True,0.0,720.0
6,0.4027236194,0,0.0,50000.0,0.0357142857142857,3837068.0,779349.0,4575445.0,3796096.0,0.0,1363853.0,1954247.0,9218914.0,2770907.0,6448007.0,4000000.0,False,False,1.0,995139.0
72,0.694806424,99,98944.35,170000.0,0.3571428571428571,115309062.0,82093124.0,160446690.0,77686365.0,10276319.0,39514548.0,66764827.0,464781076.0,149272777.0,315508299.0,500000.0,False,True,0.8722997035,47082862.0
135,0.387283882,0,0.0,30000.0,0.1964285714285714,1592690.0,427099.0,1592690.0,1165590.0,0.0,0.0,1475537.0,1818035.0,1818035.0,0.0,100000.0,False,True,1.0,17200.0
18,0.3561099671,0,0.0,30000.0,0.2321428571428571,1618171.0,823302.0,1633589.0,709349.0,0.0,100975.0,867645.0,1934105.0,774635.0,1159470.0,100000.0,False,False,1.0,720.0
0,0.0,0,0.0,70000.0,0.1607142857142857,8871914.0,6436428.0,9011522.0,2575093.0,0.0,4144177.0,208879.0,0.0,0.0,0.0,150000.0,False,False,0.0,890061.0
6,0.3970448653,32,5802.0,30000.0,0.3035714285714285,2061445.0,815428.0,20061445.0,19246016.0,799099.0,1990013.0,0.0,12433554.0,0.0,0.0,2000000.0,False,True,1.0,720.0
11,0.3291950376,0,0.0,50000.0,0.2142857142857142,3056902.0,93624.0,3070613.0,2976989.0,0.0,2240295.0,767084.0,2895486.0,819112.0,2076374.0,100000.0,False,True,0.8646590844,235399.0
62,0.4423953533,113,31248.0,60000.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14144690.0,6145022.0,7999668.0,1500000.0,False,False,0.2631797603,0.0
0,0.2668652632,0,0.0,10000.0,0.4285714285714285,211603.0,80284.0,211603.0,128233.0,49100.0,8526.0,94653.0,464709.0,0.0,0.0,80000.0,False,True,1.0,6210.0
3,0.3182457651,0,0.0,30000.0,0.0892857142857142,821397.0,491191.0,821397.0,0.0,0.0,87107.0,30140.0,2885222.0,2885222.0,0.0,30000.0,False,False,1.0,6480.0
2,0.0,0,0.0,80000.0,0.0892857142857142,812326000.0,510368000.0,1468975000.0,524176000.0,186000000.0,267882000.0,417980000.0,2711601000.0,794839000.0,1916762000.0,4100000000.0,False,False,0.0,122808320.0
0,0.0,0,0.0,50000.0,0.1071428571428571,7902581.0,2983894.0,7966709.0,4982816.0,37436.0,2591000.0,4369160.0,19233107.0,5841916.0,13391191.0,200000.0,False,False,0.0,1448121.0
2,0.0,0,0.0,50000.0,0.1964285714285714,1504239.0,821703.0,1569789.0,325422.0,613311.0,507337.0,443826.0,2345584.0,723910.0,1621674.0,200000.0,True,False,0.0,39600.0
2,0.4570229717,0,0.0,49999.0,0.4107142857142857,19584.0,11934.0,38734.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,3694515.0,False,False,1.0,78000.0
0,0.4582079121,0,0.0,50000.0,0.1428571428571428,26761519.0,5610881.0,35197065.0,25819483.0,0.0,1341381.0,9692062.0,43411154.0,16739274.0,26671880.0,1800000.0,False,False,1.0,4536000.0
4,0.0992073268,0,0.0,50000.0,0.2142857142857142,1366630.0,637709.0,1428204.0,665356.0,125138.0,505548.0,151561.0,1428301.0,580231.0,848070.0,30000.0,False,False,1.0,2806.0
0,0.1264242401,21,13248.0,80000.0,0.1071428571428571,7951460.0,4686113.0,7959097.0,3261598.0,1235500.0,0.0,1594900.0,23014397.0,6239000.0,16775861.0,65000.0,False,False,1.0,13500.0
109,0.2823176753,0,0.0,10000.0,0.4642857142857142,484467.0,292863.0,872410.0,0.0,0.0,353597.0,16572.0,787817.0,787817.0,0.0,500000.0,False,False,1.0,0.0
0,0.2889611768,0,0.0,10000.0,0.0357142857142857,10703377.0,5916432.0,58534669.0,39518008.0,0.0,2984950.0,4343948.0,27523088.0,3177669.0,24345419.0,68369088.0,True,False,1.0,2150400.0
3,0.4534146011,53,840.0,20000.0,0.3571428571428571,243634.0,34748.0,694034.0,659286.0,0.0,118000.0,73309.0,845983.0,485462.0,360521.0,50000.0,False,True,1.0,38379.0
6,0.0,0,0.0,40000.0,0.2678571428571428,976927.0,267645.0,1088352.0,496434.0,0.0,469088.0,459469.0,480144.0,275381.0,204763.0,30000.0,False,True,0.0,2468.0
3,0.0,0,0.0,250000.0,0.0535714285714285,33590798.0,28802791.0,35069468.0,6266676.0,0.0,0.0,0.0,84443992.0,10717215.0,73726777.0,300000.0,True,False,0.0,10331455.0
614,0.3075976517,0,0.0,50000.0,0.0892857142857142,2379930.0,2160668.0,2440975.0,280306.0,0.0,14516.0,1404886.0,2529657.0,690871.0,1838786.0,12000.0,True,False,1.0,720.0
20,0.4844514792,30,75342.02,150000.0,0.2857142857142857,18592872.0,12311274.0,19256280.0,3956422.0,8412308.0,367717.0,80963.0,24761286.0,111482264.0,136243550.0,1500000.0,False,True,0.9945021689,5200.0
42,0.319245789,0,0.0,20000.0,0.25,2731520.0,626508.0,2996883.0,1202264.0,265504.0,2471925.0,230160.0,979702.0,438533.0,541169.0,180000.0,True,False,0.8282728018,0.0
153,0.0,0,0.0,80000.0,0.1964285714285714,2416874.0,570364.0,2694521.0,2053062.0,133000.0,1442202.0,782211.0,4020326.0,1920866.0,2099460.0,50000.0,False,True,0.0,43000.0
18,0.0,0,0.0,160000.0,0.2678571428571428,3234932.0,3354775.0,3354775.0,3288118.0,0.0,0.0,340712.0,6070436.0,5039006.0,1031430.0,100000.0,False,True,0.0,2200.0
15,0.5603958908,120,321812.57,400000.0,0.2142857142857142,16377543.0,129436455.0,268359890.0,7826575.0,60657659.0,9813984.0,93981204.0,379738171.0,102948295.0,276789876.0,500000.0,False,False,0.9409008902,0.0
4,0.437155852,0,0.0,10000.0,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397613.0,397613.0,0.0,10000.0,False,True,1.0,3200.0
18,0.0,0,0.0,20000.0,0.4285714285714285,188606.0,13040.0,188606.0,118904.0,0.0,0.0,0.0,611066.0,0.0,0.0,50000.0,False,True,0.0,1280.0
3,0.3700890405,0,0.0,50000.0,0.1785714285714285,12121750.0,17379471.0,19467096.0,473771.0,0.0,9010626.0,3145285.0,35373571.0,0.0,0.0,118000.0,False,False,1.0,444035.0
18,0.4236297224,0,0.0,15000.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,False,True,1.0,4320.0
3,0.3123170713,0,0.0,70000.0,0.0357142857142857,24709929.0,3894602.0,28680640.0,24785638.0,0.0,9795202.0,14113458.0,31519757.0,0.0,0.0,54000.0,False,False,1.0,4860.0
21,0.2811332533,0,0.0,50000.0,0.0892857142857142,3813604.0,1036364.0,3830001.0,2061973.0,0.0,917597.0,2895286.0,2426522.0,765135.0,1661387.0,700000.0,False,False,1.0,551113.0
0,0.0,0,0.0,100000.0,0.1071428571428571,5030262.0,3866217.0,5544947.0,1283202.0,109015.0,2450263.0,2356913.0,23714453.0,4030137.0,19684316.0,399900.0,False,False,0.0,42319.0
0,0.0,0,0.0,100000.0,0.3035714285714285,682591.0,-1134941.0,780841.0,-225948.0,0.0,668655.0,0.0,903053.0,45702.0,857351.0,100000.0,False,True,0.0,720.0
0,0.384026764,0,0.0,20000.0,0.2321428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473640.0,0.0,0.0,170000.0,False,False,1.0,114000.0
90,0.3945674711,22,4452.0,49800.0,0.1607142857142857,1502833.0,838322.0,1635446.0,717258.0,148556.0,709435.0,554454.0,5365906.0,2493972.0,2871934.0,115000.0,False,False,1.0,540000.0
0,0.9375823775,0,0.0,100000.0,0.1607142857142857,853424.0,326705.0,2607351.0,1795554.0,67000.0,81645.0,515003.0,1577219.0,461913.0,1115306.0,1342240000.0,False,False,1.0,28480345.0
0,0.0,0,0.0,100000.0,0.2142857142857142,853424.0,326705.0,2607351.0,1795554.0,67000.0,181645.0,515003.0,1577219.0,461913.0,1115306.0,1342240000.0,False,False,0.0,28480345.0
0,0.0,0,0.0,100000.0,0.1071428571428571,853424.0,326705.0,26076351.0,1795554.0,67000.0,181645.0,515003.0,1577219.0,461913.0,1115306.0,1342240000.0,True,False,0.0,0.0
3,0.0,0,0.0,49900.0,0.0892857142857142,2270131.0,637421.0,2747718.0,2110296.0,0.0,713148.0,288702.0,8241007.0,3952807.0,4288200.0,15000.0,False,False,0.0,511864.0
0,0.0,0,0.0,20000.0,0.3571428571428571,39037790.0,10571404.0,45995467.0,35424062.0,733543.0,4295437.0,1238376.0,0.0,0.0,0.0,2500000.0,False,False,0.0,717815.0
0,0.0,0,0.0,20000.0,0.3571428571428571,39037790.0,10571414.0,45995467.0,35424062.0,733543.0,4295437.0,1238376.0,0.0,0.0,0.0,2500000.0,False,False,0.0,717815.0
0,0.0,0,0.0,20000.0,0.3571428571428571,39037790.0,10571404.0,45995467.0,35424062.0,733543.0,4295437.0,1238376.0,0.0,0.0,0.0,2500000.0,False,False,0.0,717815.0
4,0.0,0,0.0,397000.0,0.1428571428571428,6235071.0,5319398.0,6497957.0,402337.0,2577699.0,3292790.0,1175077.0,15037020.0,7337426.0,7699594.0,400000.0,False,False,0.0,972711.0
0,0.0,0,0.0,50000.0,0.3749999999999999,144889.0,23090.0,189176.0,165032.0,0.0,11730.0,110314.0,364075.0,164503.0,199572.0,110000.0,False,True,0.0,3840.0
0,0.0,0,0.0,1000000.0,0.1071428571428571,61631000.0,27479000.0,156635000.0,91812000.0,35939000.0,6862000.0,0.0,540523000.0,104531000.0,435992000.0,93044803.0,True,False,0.0,23851372.0
0,0.0,0,0.0,1000000.0,0.1071428571428571,18427000.0,10319000.0,21912000.0,1713000.0,3487000.0,12766000.0,0.0,21351000.0,8878000.0,12473000.0,100000.0,False,False,0.0,159285.0
4,0.6614050682,0,0.0,50000.0,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3372514.0,0.0,0.0,110000.0,False,True,1.0,140400.0
0,0.0,0,0.0,1000000.0,0.2857142857142857,1474983.0,12690131.0,2074926.0,-10615204.0,12303701.0,852770.0,0.0,7436026.0,6812147.0,623879.0,50000.0,False,False,0.0,116701.0
0,0.0,0,0.0,1000000.0,0.0535714285714285,32751000.0,9958000.0,0.0,4089000.0,0.0,0.0,0.0,19930000.0,18722000.0,1208000.0,100000.0,False,False,0.0,1872280.0
0,0.423514808,0,0.0,450000.0,0.0892857142857142,63375000.0,20754000.0,75675000.0,54217000.0,12800000.0,22480000.0,0.0,3018000.0,1282000.0,1736000.0,3500000.0,False,False,1.0,127853.0
0,0.0,0,0.0,1000000.0,0.0535714285714285,4345363.0,4106484.0,6738012.0,2631527.0,0.0,1804196.0,0.0,9046276.0,3676928.0,5369348.0,50000.0,False,False,0.0,425500.0
196,0.3645702294,11,21067.2,35000.0,0.3928571428571428,3730912.0,3028509.0,3839849.0,670247.0,863971.0,2409392.0,813758.0,5752872.0,2295022.0,3457850.0,110000.0,False,True,0.8647141761,40500.0
5,0.3898716055,0,0.0,50000.0,0.1964285714285714,1899709.0,281306.0,1958532.0,1057410.0,619815.0,520721.0,1036602.0,2542054.0,1157778.0,1384276.0,120000.0,False,True,1.0,34030.0
0,0.2394745641,0,0.0,49000.0,0.2321428571428571,51679.0,41776.0,52862.0,2000.0,0.0,3280.0,13299.0,55640.0,22046.0,33594.0,2000.0,False,False,1.0,2640.0
0,0.3931856331,0,0.0,25000.0,0.2142857142857142,26597138.0,10494905.0,41399579.0,18220014.0,11586002.0,8901486.0,2339447.0,307926671.0,0.0,0.0,1772000.0,False,False,1.0,6344377.0
11,0.2655254663,8,6400.0,70000.0,0.3214285714285714,389627.0,82400.0,445510.0,363109.0,0.0,48142.0,48326.0,596949.0,342610.0,254339.0,70000.0,False,False,1.0,8800.0
0,0.0,0,0.0,20000.0,0.1607142857142857,319367.0,205871.0,413719.0,137636.0,0.0,180660.0,110700.0,917281.0,521207.0,396074.0,100000.0,False,False,0.0,38000.0
17,0.0,0,0.0,1300000.0,0.3035714285714285,81183193.0,7513352.0,81199464.0,73686112.0,0.0,66746715.0,8125603.0,109615316.0,35964465.0,73650851.0,3000000.0,False,False,0.0,15580925.0
3,0.0,0,0.0,49900.0,0.1964285714285714,2501123.0,228994.0,2744500.0,2456475.0,0.0,2383547.0,105583.0,784131.0,307389.0,476742.0,200000.0,False,False,0.0,42686.0
0,0.0,0,0.0,50000.0,0.1428571428571428,4445207.0,675022.0,4933833.0,4258810.0,49679.0,1409815.0,2561189.0,7931992.0,3142960.0,4789032.0,15000.0,False,False,0.0,495000.0
13,0.581735286,0,0.0,20000.0,0.0892857142857142,951194.0,56877.0,2604462.0,2547585.0,0.0,535742.0,406792.0,1706534.0,1706534.0,0.0,50000.0,False,False,1.0,3300.0
0,0.3792333333,0,0.0,200000.0,0.1785714285714285,1021044.0,1480290.0,1367403.0,-112886.0,0.0,292705.0,373570.0,1514705.0,391857.0,1122848.0,94000.0,True,False,1.0,62400.0
0,0.3792333333,0,0.0,200000.0,0.0535714285714285,5656746.0,4356832.0,5998165.0,1634041.0,24500.0,990247.0,3474772.0,13524430.0,5897895.0,7626535.0,80000.0,False,False,1.0,555000.0
5,0.2104147059,0,0.0,50000.0,0.3214285714285714,1138551.0,709633.0,1229847.0,520214.0,520760.0,598456.0,357923.0,2833660.0,1627675.0,1205985.0,200000.0,False,True,0.8905809645,186938.0
5,0.6357338888,0,0.0,25000.0,0.0535714285714285,102056905.0,62673765.0,191640405.0,188243873.0,24667553.0,29103821.0,19443551.0,155916155.0,72163739.0,83752416.0,127256221.0,False,False,1.0,0.0
0,0.2817467795,0,0.0,80000.0,0.3571428571428571,1281008.0,1162583.0,1372485.0,18377.0,100000.0,296487.0,749917.0,5345726.0,1341423.0,4004303.0,10000.0,False,True,1.0,1760.0
0,0.49803881,0,0.0,20000.0,0.1428571428571428,672365.0,73658.0,673490.0,599831.0,0.0,20676.0,114733.0,169235.0,53711.0,115524.0,45000.0,False,False,1.0,7360.0
18,0.3842935495,0,0.0,10000.0,0.1964285714285714,1908598.0,106706.0,1936123.0,1829416.0,0.0,1178.0,234192.0,1746931.0,1746931.0,0.0,30000.0,False,False,0.8706698898,19980.0
0,0.8063552462,0,0.0,200000.0,0.0535714285714285,354145932.0,269569216.0,57272132.0,115274525.0,7342892.0,149242236.0,142264134.0,434115695.0,176441323.0,257674372.0,339943809.0,False,False,1.0,8787783.0
7,0.3277825985,0,0.0,50000.0,0.3035714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3771457.0,0.0,0.0,93700.0,False,True,1.0,46600.0
